text,label
when a discussion resulted in an insult which in my opinion was not justified,Angry
when i realized that it did not make much sense to start a relationship with a girl who was not very constructive to establish a firm relationship,Sad
when i had to finish those big amounts of homework in time,Disgust
when i gave water to the plants of a friend then one plant fell over and a little statue broke i of course had to tell him everything,Sad
when i had broken a piece of glass of the refrigerator by putting a hot pan in it,Sad
on my birthday when several good friends came to visit me,Happy
i went to the apartment of my boyfriend and saw some people before his door i thought that something had happened,Fear
my father called me behind my mothers back and told me that my mother disapproved my behavior in the weekend however he didnt tell me the details and left me with unanswered questions,Angry
i felt very lonely was very dissatisfied with myself when i realised that i could feel very jealous of other women because of my boyfriend,Sad
a scene in a film in which one man repressed another one by concidence their position was reversed the other man was repressed in an identical way as he did before,Disgust
when i do not succeed in making myself clear to other people when they do not understand what i say,Sad
after the death of a girl who i disliked,Sad
i felt joyful when my boyfriend met me at the station while at first he had said that he would not do that,Happy
i was very startled when at night at am a boy approached me and yelled i fuck you then however he stopped and laughed at me,Fear
when someone does not listen to me after having asked me to repeat what i said this happened more than one time with the same person,Angry
i felt very sad when i heard that a friend had committed suicide,Sad
one night i saw a man being knocked down by two other men the victim was kicked against his head,Disgust
when i made acquaintance with the parents of my boyfriend for the first time they spoke limburgian a dutch dialect and one of my first remarks was that i disliked limburgian dialect,Sad
when i cancelled an appointment with an idle story afterwards it appeared that the person had looked forward to it and reserved time for it,Sad
for a few days i felt very miserable distressed and listless with crying fits when this was over i felt very happy although there was no special reason,Happy
i was testing my new roller skates in the street suddenly a dog ran barking in my direction very threatening i was very startled and terribly upset,Fear
out on a weekend with a group of people everybody felt irritated because at night the music didnt stop in time and at breakfast my boyfriend ran away because we didnt agree with him i felt angry,Angry
recently i felt very sad without any reason it lasted for a few days there was nothing i liked in that period,Sad
someone told me a story of amnesty international a boy was killed and his head was put in the litter of his girlfriend it looked as if she was pregnant then she died it is disgusting i can hardly write it down,Disgust
i cried for hours because i felt very miserable then i called my boyfriend and he said lovely things to me after this feeling disappeared i felt ashamed,Sad
yesterday my boyfriend and i wanted to play billiards however there were boys playing times my boyfriend then is fed up and chagrined in such case i think it is my fault,Sad
when my boyfriend and i experience something nice or when we have made a nice walk together,Happy
the weather is very bad fog and slipperiness the newcast reports many traffic accidents and my boyfriend is driving home and still has kilometers to go,Fear
someone told me that he would stay at my home for one night therefore i made big efforts to make everything ok food one day before he cancelled the appointment because he had to go to church with his parents,Angry
we had to take our cat to the vet for mercy killing an injection,Sad
when people are eating unsavoury smacking belching speaking with food in their mouth etc,Disgust
a girl in our class was nicknamed fatsy later i heard that she suffered from diabetes mellitus,Sad
i made an appointment to pick up someone however i arrived too late and she had to wait a quarter of an hour,Sad
one night i had a very good conversation with two friends i then realized how worthy they were for me and how happy i was to have them as friends,Happy
in the morning just before going to the dentist,Fear
when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,Angry
when a good friend with whom i had an intimate relationship made clear that he didnt want to continue in the same way he choose his girlfriend also a friend of mine,Sad
when i made love with someone who i didnt really love sometimes i even considered him unlikable,Disgust
i had a short lasting sexual relationship with someone i didnt love,Sad
when i realized that i avoided two good friends with whom i always shared toys and sorrows i made up idle stories to avoid telling them what happened to me,Sad
my boyfriend suffered form ill health for some months this week the physician told him that he was restored to health,Happy
when going out in the weekend i have to bike kilometers through lonely and dark polders then i always have terrifying fantasies,Fear
i made an appointment with a friend to drink coffee togehter however for the third time in that week she arrived an hour too late,Angry
my dear hamster called hannes died at the age of and years his shape forced me to mercy killing an injection,Sad
i read a newspaper report that a little boy was forced to look while his sister was raped,Disgust
we had made an appointment to complete together a piece of work it appeared that i was the only one who hadnt prepared anything,Sad
i call my mother at least once a week however last week i completely forgot this morning she called me she thought i felt ill,Sad
after the funeral of an acquaintance i felt very depressed that feeling turned into joy when i heard that i had achieved a good grade for an examination,Happy
i had to call someone and make an appointment for a conversation i was very afraid to fail,Fear
when after having cleaned up the kitchen two hours later i saw that there was a big mess it irritated me very much,Angry
one night i was called and told that the father of a close friend died when i visited my friend at home and when attending the funeral i felt very sad,Sad
i cannot remember exactly such a situation but i know that once i went to a very dirty lavatory and that disgusted me,Disgust
once by coincidence i clutched a stranger in a rather intimate way thinking it was my boyfriend when by hindsight i feel ashamed when thinking about it,Sad
i once torn the inner tube of a bike that was not mine then i saw it was a brand new one i felt very guilty then,Sad
when i found out that the girl with whom i was in love loved me too,Happy
when my mother threatened me with thrushing me of the stairs when i once more should make a comment,Fear
when being made look a fool by the teacher in front of the class during a turn,Angry
my mother unjustly became very angry with me and sent me to my room while my father explained that the way she saw things was not correct i had done things with the best intentions,Sad
my mother was very angry with my little sister and told her to put her hands on the table in order to beat her hands up she forced by means of her power,Disgust
a friend came for dinner with me at home his parents are ordinary people my mother however used the very expensive porcelain dinnerservice and the silver cutlery i felt very ashamed,Sad
once after falling in love i imagined that particular girl to be perfect and completely overshadowing my girlfriend afterwards i realized that this image was not objective i felt guilty against both girls,Sad
once a week i work as a volunteer in a biologic garden this work in the garden and the contact with other volunteers filled me with joy they also gave me support after i failed passing my drivers test,Happy
my friend and i planned to search for old documents and utensils in the cellar it was very late at night when we arrived in the cellar he indicated the place where the police years ago found two dead bodies i got very scared when he told me this story,Fear
when someone made me a compliment after an examination just at the moment i needed it it was amicable hearty and sincere,Happy
when i went up the stairs in a high dark house full of shadows passed a door and had the feeling that someone or something was behind me although i knew i was alone,Fear
a friend told me it would be better for me not to be on familiar terms with another friend although in my opinion he had no reason to say such things he only said so hoping that i would search support from him that however was not necessary,Angry
i had a good relationship with two friends once without reason they clearly showed that they thought i was naive dull and unable to take care for myself while i expostulated that i could manage things,Sad
when i see that some people remain cold and egoistic with regard to close friends even in situations that those friends need them,Disgust
when i state things with great positiveness and try to convince others and it appears that my statement is not right,Sad
a certain friend evokes positive feelings when i am with him but negative feelings when he is not present i feel the need to express those negative feelings however when i speak about him i always think why do i like this he does not deserve this but still i do so,Sad
a few days ago i hitchhiked to arnhems with a friend everything went well they picked us up very quickly the sun was shining i was feeling free and for the first time after long time happy i really had the feeling that i was living at full speed,Happy
my grandmother several times has been struck by cerebral hemorrhages until now she recovered well each time but there is always the threat to loose her,Fear
i had made an appointment with three friends we had to go out together when i arrived at the place the other persons werent there i became very angry because i thought they were gone without me that however didnt appear to be the case,Angry
i finished the relationship with my boyfriend after having felt myself very unhappy for a long time,Sad
a few days after i had finished the relationship with my boyfriend we had a quarrel then he hit me at that moment i found him disgusting,Disgust
i was taking a shower in a cubicle in france then i discovered that a few children were loking at me from the adjacent cubicle,Sad
i know that a certain person feels very lonely and that she always looks forward to seeing me however often i am too busy to visit her then i feel guilty,Sad
a close relative of mine underwent a difficult operation and everything turned out fine,Happy
when i get into the tube or the train without paying for the ticket,Fear
a classmate urged me to carry out a particular protest along with him and when the time came this fellow drew back while i had to face the situation,Angry
when i failed the entrance exam to imec,Sad
when i saw someone eating live worms,Disgust
when i was a child my parents caught me with a pornographic magazine,Sad
i can not remember anything in particular what i can remember is feelings of having done or said something which then had negative consequences,Sad
when they told me that i had got a study grant,Happy
when i wore a grotesque figure hanging down my back,Sad
because i had not studied,Sad
when my father was saved from a severe work accident,Happy
when i was a child i hid under the sheets out of fear of darkness,Fear
when i first saw a person begging,Angry
when my basket ball team lost the qualification at a final,Sad
when i see rotten meat,Disgust
when a person whom i do not want to see is continously present,Sad
when i failed an exam i thought i could pass easily,Sad
when i got to know that i had passed the university entrance exam i thought that i had done one of the exams badly,Happy
when i was very young one day i was in the street with my father and brother while my father was talking to some friends i saw a dog and began to pat it my father told me sharply to stop doing it because the dog had mange then my brother told me that i would die and i could not stop crying after this,Fear
we hitch hiked our way back from a town rather drunk we were dropped in another town which was unknown to us i needed to urinate so i did it on a wall which turned out to belong to the military headquarters they arrested me and made me pay a fine of pts we had to go home on foot km since it was too late for anyone to give us a lift,Angry
i was to meet a girl in a discotheque she was very pretty and i was very happy but she did not turn up thank god there were some other friends there and i was able to have a more or less good time,Sad
i had a classmate who was rather stupid i did not like him but i respected him when he tried to talk to someone they would not listen to him and i could not bear seeing this,Disgust
i met a friend in a discotheque he was with a girl and he told me that she was not his girlfriend i to say something commented that she must be a viscious woman he then told me that she was his girl,Sad
i went to a pub with a group of friends not very close and i was with one girl most of the time while the other girls in the group wanted to be with me they stopped talking to the girl i was with,Sad
the day some friends of mine and i decided to go to galicia on holiday,Happy
before an exam which i finally did not take,Fear
at home when they lost three pieces of my puzzle,Angry
when i had an argument with a friend,Sad
when i am dirty because i have not had a shower for a few days,Disgust
once i did not have enough money to pay for a coffee,Sad
after an argument with a friend of mine,Sad
a friend of mine told me that i had passed the entrance exam to the university,Happy
before taking an exam,Fear
my family told me to leave if i was not willing to accept the conditions they imposed on me,Angry
a friend of mine called me when i was not at home i phoned her back to know what she wanted and she told me that she had dialled the wrong number,Sad
i had to change a babys clothes for the first time,Disgust
i fell outside the door of my house,Sad
my younger sister was almost run over by a lorry,Sad
when my brother was born,Happy
when i almost fell down from some rocks because i had been acting foolishly and playing dangerously,Fear
once i saw some children hunting a cat to death,Angry
the death of a friend,Sad
when i saw a scene on tv where a castration was shown,Disgust
once i answered my father rudely,Sad
when my brother ran away from home and i thought it was because of my continously scolding him,Sad
when i saw that i had passed the university entrance exam it made me forget all my problems,Happy
when i was ten i got shut in the school with a friend i had to jump out of a window and cross a beam metres high,Fear
when i was told that a boy did not want to be my friend without any apparent reason,Angry
when i learnt that a boy i liked had been with a girl for three years,Sad
when a very dirty classmate farted in my presence there was a terrible smell,Disgust
when i realized that i had a hole in my trousers after having gone for a walk,Sad
when i had an argument with my grandfather the day my younger brother was born,Sad
when i saw my year old sister at home after having waited for her all night not knowing where she was,Happy
while i was waiting for them to give me the marks of the most difficult subject this year,Fear
i had an argument with my mother because i criticized the rules she imposes at home which are too rigid and arbitrary for me,Angry
when i learned that a friend of mine had not been speaking to her boyfriend for a week after an argument because of unfounded jealousy,Sad
on seeing a scene of an accident in a magazine,Disgust
a few days back i had to ask a professor a ridiculous question because i had lost at a game of cards and had to pay a forfeit,Sad
when i shouted at my mother when she was nervous and depressed,Sad
after several days delay in my girlfriends menstration i was very glad to see that the pregnancy test was negative,Happy
when i saw a tv program on the north american military plan called the startwar,Fear
i felt angry when i saw on tv the last slaughter of negroes in south africa,Angry
when i saw the pictures of the draught in etiopia,Sad
whenever i see an alcoholic,Disgust
on new years eve when i went to the house of my girlfriends parents to meet them,Sad
when i failed an exam for which i knew that i had not studied hard enough,Sad
the day the real madrid team of basket ball qualified for the final at athens,Happy
the last time i was face to face with with the monstrous dog which lives in my street,Fear
during a trivial friendly discussion one of the participants made an intervention which made me feel uncomfortable,Angry
when i heard the last regulation of the socialist govrenment concerning pensions,Sad
when i got to know the details if the famine in east africa,Disgust
the last time i had to phone the registry after having called them so many times in the last few days,Sad
during an argument with my brother i behaved rather intransigently even cruelly wishing to morally hurt the person opposed to me,Sad
when i passed an important exam,Happy
in a rather important exam when they caught me red handed copying,Fear
when my father addressed me directly and maliciously thus including me in the family war,Angry
when my parents got divorced,Sad
when i was a child one day while playing i fell up to my waist in mud,Disgust
when i was dismissed from a job after having been accused of theft,Sad
when i was with a girl who seemed to love me while i was with her just to go to bed with her,Sad
when i passed an exam which i had failed last year,Happy
when i go out alone at night,Fear
a murder,Angry
when i failed two subjects last year,Sad
when i see people who have no sentiments,Disgust
i think that i am rather shy and do not mix with people as i would have liked to out of shyness,Sad
when i triffled with other people,Sad
when i was told that i could take a week off and go for a trip with my friends,Happy
every time i went home with my school report,Fear
during an argument between friends one of them accused me of taking advantage of some other friends who usually come to the university in my car saying that i ask them too much money for the petrol,Angry
when i learned that two of my friends had had a serious car accident,Sad
a young man was insulting and humiliating a drunken man,Disgust
my aunt phoned me to ask me why i had refused the her invitation to dinner at her home on the new years eve,Sad
i was with a girl one night and then did not call her again although she had asked me to do so,Sad
when i saw that i had passed an exam it was the last chance and there was a lot at stake,Happy
on a trip to santander we wanted to stop at a curve because a friend was sick and the car skidded of the gravel,Fear
my cousins were playing at home and one of them broke a decorative object which was very precious to me,Angry
all my friends arranged to go for an afternoon snack and they did not tell me they told me that they did not have my phone number but i do not think that this was true,Sad
when i saw a film where a black was rapeing a girl while another one was filming it for a pornographic movie,Disgust
i was swimming in the sea and a wave took the top part of my bikini away,Sad
i was looking after a child and she fell down because i was not paying her much attention one side of her face got bruised,Sad
when i pass exams or when a close friend of mine recovered from an illnessetc,Happy
fights that i see in the middle of the street robberies fear of darkness when going home,Fear
during a family discussion on my future and my prospects as a student they accused me of not bothering about looking for a job to assume my financial situation,Angry
depressions,Sad
some people whom i do not like at all and one of the reasons is their physical appearance,Disgust
for example to feel bad because of ones attire to be among people who do not belong to the same social class to give a wrong answer in class to be surprised in particular situations,Sad
some of my friends had an argument i had earlier phoned one of them and that may have influenced him to argue,Sad
when i met a very close friend of mine after one year of separation,Happy
there was an earthquake for several minutes and i was on the eight floor,Fear
an argument among several friends because of the irrational behavior of one of them who fell out with us for no reason and said that we were to blame,Angry
a classmate died after being two months in coma after a car accident,Sad
pictures of nazi extermination camps on a tv program,Disgust
equivocal situation when filling a security questionnaire on entering a government building with several people there,Sad
i left a boy with whom i was going around without giving him any explanations,Sad
when my sister was born,Happy
when they tried to rob me,Fear
when i failed an exam unfairly,Angry
when my grandmother died,Sad
when i see dead dogs on the road,Disgust
when i went to see the doctor and had to take my clothes off so that he could examine me,Sad
when my parents quarelled over something i had done and which was wrong,Sad
when my little sister was born,Happy
when i was attending an authorized demonstrationand the police rushed brutally at the demonstrators without any warning,Fear
when a professor of this faculty laughed at and was suspicious of a composition written by a classmate and me,Angry
the death of a relative friend or someone i esteem,Sad
when i saw a very disagreable scene,Disgust
when i had to represent my boss at a meeting,Sad
when i inadvertantly made some close friends and relatives feel bad,Sad
when i passed an exam,Happy
when they threatened me with a knife to take my money,Fear
when i failed an exam i thought i would pass,Angry
when my dog died,Sad
when i saw an accident where the man lost his head,Disgust
when i tripped while getting on a bus,Sad
when i hurt a persons feelings,Sad
i had not seen my brother for five years as he was not in spain when he arrived at the airport i felt great joy,Happy
when two drug addicts tried to take away my money,Fear
when i saw my brother being attacked and i could not do anything,Angry
when a classmate died,Sad
when a person saw that i was accused of something i had not done and did not do anything to defend me,Disgust
when inadvertantly i found myself in the ladies room,Sad
when i broke something and a friend of mine was blamed,Sad
i got my driving licence after they had frightened me with its difficulty,Happy
when i had to walk over three kms through a field which had wild bulls because my car had broken down,Fear
when i saw a man hitting a child of years without any consideration simply because the child had been leaning against a window,Angry
a friend of mine who was driving a car ahead of me died in a car accident,Sad
when i had to dissect a live mouse at school,Disgust
when i was a child i had to recite a poem in a show at the end of the term,Sad
when i saw a program on ethiopia on tv a fews hours earlier i had thrown away some clothes and food,Sad
when i saw that the mark i had obtained in an exam was a good one,Happy
we were in the country and i walked away from the others one night suddenly something moved sharply in front of me and i was not able to see what it was,Fear
when i was young i became very angry as i was not allowed to stay up all night for the fair in my town,Angry
when summer is over and i have to leave the town where i spend my holidays,Sad
when i saw several people washing their car with water from a drain,Disgust
when i inadvertantly entered the ladies room and met some girls on my way out,Sad
i was entrusted with an object and while using it i handled it carelessly and it broke,Sad
when i learned after the ecography that my mother was expecting a baby girl that was what i wanted,Happy
one night walking along a park i began to think that some roughnecks would appear suddenly with knives and things like that,Fear
i had an exam and i had it well prepared i did the first part very well but did not know the second part,Angry
when my parents did not let me go on a study tour,Sad
one day i was going through the street door of my house when a man asked me for a doctor he then showed me his genitals and asked me to cure him myself,Disgust
each time the professor asks me a question in class,Sad
i had an argument with my boyfriend it was my fault but my pride would not let me admit it,Sad
an invitation to spend days at the seaside with all expenses paid,Happy
a film on zombies,Fear
when males in my family try to assign house duties exclusively with referance to sex,Angry
i had a quarrell with my boyfriend and decided to finish with him and and my easter holidays,Sad
when after a storm in the country i left my shelter and saw a big fat slimy green toad by my side,Disgust
when a friend from whom i preferred to hide my private life discovered that i had relations with a man,Sad
when my brother had to spend all evening repairing a gearlever that i had broken,Sad
when i passed the university entrance exam,Happy
when i was walking down the street some boys showed me a knife and stole all my money,Fear
when they threw my holder down on the floor with all my notes for an exam inside it and they got all mixed up,Angry
when my mother was operated,Sad
when i see pornographic films,Disgust
one day i got on the bus without any money or season ticket and the driver threw me out,Sad
when a friend of mine was beaten for what was my fault,Sad
my father had an operation which lasted for hours we were all very worried but it was successful,Happy
i was walking along a subway when i saw a group of louts i was rather afraid because i was alone,Fear
an old woman was violently thrown down the stairs of the tube by a group of louts,Angry
a child years old died in a stupid way he fell from a place which was metre high,Sad
on the road there was a dead animal with its entrails showing and its skull crushed,Disgust
we were discussing a subject i knew very little about it and i was holding my ground they showed me that i was wrong,Sad
i could have passed the last exam of the public competition but i failed as i had not studied,Sad
i was studying in the library and a classmate told me that she had obtained a grant to work in the library,Happy
before knowing my marks i was not sure that i wanted to go to that class,Fear
i learned that a classmate had given a list of peolpe who help each other in exams to the professor,Angry
i phoned two friends and was not able to arrange a meeting with either of them so i had to change my plans,Sad
i was in the cafeteria at the university and a classmate told me that a friend of hers had had all her teeth taken out because of an infection caused by her eating a rats nail in her hamburger,Disgust
i had to meet a girlfriend to go out for a drink and she arrived with her aunt to whom i was introduced then the aunt left,Sad
one night after having decided to finish our relationship i took my girlfriend home while driving back home i felt that i had not handled the whole thing very well,Sad
the begining of my relations with my current girlfriend,Happy
when i am alone at night after having read horror stories and then i heard unexplainable noises,Fear
a typical family argument,Angry
the disqualification of two of my mates in the military service,Sad
the sight of vomit on the street,Disgust
when criticizing something about a person and then realizing that the person whom one is talking to is similar,Sad
not to have studied enough when exams were near,Sad
when i pass an exam,Happy
continous fear of a nuclear war,Fear
when you kill yourself with work and see the number of slakers wandering around doing nothing,Angry
when someone in my family died,Sad
to loose friends because of them overestimating themselves,Disgust
when people next to me play the fool,Sad
to force someone to do something that suits me,Sad
i thought that i was going to fail a subject and so i began to study for the final exam then my friend told me that i had passed it that meant that i could go home as i do not study in my hometown,Happy
i was in sierra nevada climbing a peak over metres high without any light and with many other problems i was afraid for my life,Fear
i was living in a flat where things did not go very well for me finally they threw me out and this prejudiced people i esteem a lot,Angry
when i read the diary of the girl with whom i was living it was about another boy with whom she had been going around some time back,Sad
the man who threw me out of the flat disgusted me,Disgust
the first time that i caressed a girl i was about thirteen and she was eighteen i noticed that it did not affect her at all,Sad
i was going around with a girl without loving her not only did i go around with her but we did many more things in the end i was not very sincere to her,Sad
i met a girlfriend again after not seeing her for several months i saw her in a discotheque we do not like discotheques but we went there because we knew we would meet there,Happy
i was walking in the countryside alone when i came across two dogs who began barking at me i did not know whether they were tied up or loose but i was afraid of them approaching me,Fear
i was angry when my sister began to talk nonsense and to laugh at the way i swept the room my anger grew i tried to control myself after telling her to leave me alone i vented my anger on her as she did not obey me,Angry
my mother was working with a knife and we were all laughing heartily she was not able to control the knife and stuck it deep into her hand,Sad
i read a book whose plot and expressions were obscene and in very bad taste,Disgust
my mother had just been teaching me how to crochet which is thought highly improper for a boy in a town just when we finished a neighbour walked in,Sad
it was about midnight and i wanted to go to the countryside i was in town to watch the stars in the sky my mother did not like this in spite of it i went out for a while my mother got angry,Sad
a friend of mine suggested that i become a film extra the idea seemed very funny to me and my reaction seemed rather outlandish to the others,Happy
one day i went to the cinema to see a film in which i was interested on arriving there i saw a long queue which i had not expected and went back home without seeing the film,Fear
when i miss the train and i am late and i have to wait half an hour for the next one,Angry
when i knew i had to go out with my mother on some errands,Sad
i saw in an icecream kiosque a cockroach walking through a cornet,Disgust
one day in class the professor asked me a question concerning something he had been explaining he was very close to me beside me and i had no idea what to answer,Sad
once i had some homework to do and i did not do it,Sad
when they phoned me from greatbritain to tell me that i could go there if i wished in summer,Happy
when i was operated on the knee and had to go through rehabilitation,Fear
in a very important basketball match where a lot was at stake i played very badly,Angry
when a friend of mine told me that he was going to commit suicide,Sad
a tv program on whalehunting,Disgust
once when i said bad things concerning a friend,Sad
family discord and uneasiness due to something i did not communicate on time,Sad
when i passed my driving test as it was the fifth time that i had taken this test,Happy
when my mother was robbed in a shop,Fear
i was given an exam which i thought did not measure at all my ability or my knowledge of the subject,Angry
when i saw the film johnny got his gun which deals with the consequences of the vietnam war,Sad
some friends and i were having lunch someone said something funny and one of the guys started laughing and spat his food in a girls face,Disgust
i was alone in the bus when i tripped and fell and dropped all my papers,Sad
as i was not paying attention my little brother fell off the table,Sad
when i passed the university entrance exam,Happy
one night while i was sleeping i woke up suddenly with the sensation that there was someone in my room,Fear
when my brother was held up and robbed,Angry
when they told me that my grandfather was rather ill,Sad
when i see someone vomitting,Disgust
when i fell head on in a fountain,Sad
i had to undergo an operation in summer and so my family had to stay at home during the holidays i felt guilty above all because of my brothers,Sad
i came across a friend with whom i had lost touch for a long time,Happy
i had decided to propose to the man i liked to make a trip together one day during breakfast i told him my idea i was afraid of his not accepting it and that the idea would end up as a failure,Fear
a person i trusted a lot gave me many false explanations to justify a wrong action,Angry
i was having breakfast with a classmate and suddenly i began to cry as i thought of a friend of mine whom i had not seen for a long time,Sad
during lunch with some classmates a priest was also there he was eating desperately as if someone was going to take his plate away he did it with gluttony he wiped his hands on his suit several times and it was full of crumbs,Disgust
when a professor caught me absentminded and not paying attention to what he was saying,Sad
one day i was alone on duty when a patient choked while eating i ran to her and tried to make her breath but it was too late,Sad
at a party on new years eve i met on old friend whom i had not seen for some time,Happy
once i failed seven subjects at school and i was terrified to give my report card to my father i left it on the table and went to bed very early in order to avoid him seeing me,Fear
when after drinking a glass of water i found a cockroach walking out of the glass,Angry
i have a very close friend who lives in another city and we have been writing to each other for a long time the last time i went to her city just to see her i was disappointed to see how great the distance between us was,Sad
they asked me to throw the rubbish into a dustbin which had some awful liquid accumulated at the bottom,Disgust
the girl with whom i was going around had been forbidden to be alone with me in the house we paid no attention to this prohibition but one day her parents appeared and i jumped out of the window they saw me,Sad
i was driving a friends car and i got close to the pavement to ask my way and i struck a parked car,Sad
every time in the last few days when my girlfriend told me that she loves me,Happy
i stayed alone in the dark at night in the mountain waiting for my uncle i remember that i took a big stone and it calmed me,Fear
we were at school in the room for audiovisual classes we were watching a film and just behind me two classmates were bothering me with their mocking and shoves i reacted angrily i suppose by hitting one of them,Angry
during a summer holiday a french girl and i had becoe back home i felt very sad,Sad
once i had to clean a lavatory which was obstructed it was in a friends country house and there was nobody there to help me,Disgust
in a mathematics class the professor asked me a question and i gave the wrong answer,Sad
when i lost my study grant without having attended any exam in the career i had started and it was too late to cancel my registration,Sad
a party i went to last christmas,Happy
when my mother had a nervous illness,Fear
during my last exam,Angry
when i had to come back from my village last christmas,Sad
one day i went to see a rather disagreeable film x,Disgust
once i had to visit a rather special person,Sad
once i accidentally injured a boy in the eye and he almost lost it,Sad
when i knew the feelings of a beloved person,Happy
a fall during a climb with almost with no previous experience,Fear
on the occasion of assignment of tasks and responsibilities in which such an assignment dispropotionately carried with it high responsibility and low ability of organisation and resolution,Angry
moving to an unknown place away from the familiar surroundings and into a situation of loneliness,Sad
when i had to sleep in a bed at a hostel which was full of dirt,Disgust
while shopping a person close to us created an uncomfortable situation for those who were with her,Sad
incomprehension and repression towards a childs behaviour commonly not accepted and making the child cry,Sad
in a dark street at oclock in the night and there was complete silence,Fear
when they broke the artistic work of several weeks changes were made and it was broken without permission they had no right to do this,Angry
when the train taking me to my military service left the station on the platform remained relatives projects and goodtimes i had a hard year ahead,Sad
a situation of overt unfairness manipulation of people and its consequences,Disgust
a childrens film in which i played a clown with spotlights cameras and the director who demanded jumps and guffaws,Sad
when a close classmate failed a year,Sad
i was talking to a friend and he said something which was very funny,Happy
when i was young i saw a horror film then when i went to sleep the film came back too my mind and the characters frighteneed my imagination,Fear
in a confrontation with a person he provoked me several times till i reacted in an angry way fortunately there were no disastrous consequences,Angry
i was watching a sad film and it affected me deeply,Sad
when i was reading a book it had nothing to do with the book itself but with the disagreable smell of the pages of the book,Disgust
in class i had to say something aloud and people reacted by laughing,Sad
in an exam i answered the questions rather carelessly and afterwards i thought that the exam would have been better had i answered more carefully,Sad
when i knew that there were at last no problems in making a journey that i had been wanting to make for a long time,Happy
it was more that fear anguish that i felt before my last exam,Fear
when i had an argument with my best friend and i thought that i was right and she was not,Angry
when i realized that it was impossible for me to be as free as i had imagined and that i could not do anythong about it,Sad
the first time i saw a pornographic film all that in practice is so beautiful but on the screen appered as something mechanical irrational disgusting and dehumanizing,Disgust
when i stated sharply something i was not very sure of and a few days later i was shown to be wrong,Sad
when i do or say something inappropriate which hurts people close to me,Sad
when a study tour got confirmed i was happy all the time till the tour began,Happy
i was walking down a road and suddenly a few dogs appeared at a fence and started barking angrily they were jumping and it seemed that they would come for me any time,Fear
when i knew that they would not give me a transfer from one university to another i began to insult the educatioon authorities and the government i ended up at the door,Angry
we went to visit my mother at the residence she was crying and said that she was about to die i believed all her complaints and continously thought of the possibility of loosing her,Sad
my dog had been run over and died near the house we had to pick him up cold and glassy eyed to get rid of the corpse,Disgust
a professor was going to read aloud in class a composition of mine in which i had criticized some political attitudes and also some classmates i was ashamed at having written that,Sad
in an exam when i answered the questions with very little assurance due to insufficiet preparation,Sad
when i received my report card in cou i was afraid of obtaining low marks but they were much higher than expected,Happy
i was at the cinema with my sister and her boyfriend a man sitting beside me started to stroke my leg for a while he left in the middle of the film,Fear
my father began to say incoherant things concerning my brothers and my own behaviour towards him his biased authoritarian and ridiculous point of view made us angry,Angry
i had failed some subjects in mathematics,Sad
i was at the table at a french friends house they served me a big dish with roast cauliflower and sauce i had to eat it,Disgust
this morning i spent a lot of time on my toilet and missed the train to the university my mother told me that i spent more time than a woman on my toilet i felt a mixed emotion of shame and anger,Sad
i was alone at home when i broke a figure and then mended it a few days later my mother noticed it and asked me about it i told her that i had no idea,Sad
when i fell crazily in love with a beautiful girl and she returned my love,Happy
when i was caught by the police and was kept with a group of delinquents which added to my fear of being shut up i was afraid of the people near me and the future consequences,Fear
when i was the target of a great many insults and completely unfair accusations of a large group of people,Angry
when my best friend died at the age of,Sad
when i entered a brothel and saw two sailors with a young prostitute who was not older than,Disgust
when i was in a religious school my teacher showed me up in front of all my classmates they were very sarcastic and cruel,Sad
having suffered a not very pretty sight i reacted by uttering some very cruel and sharp words,Sad
when i came across an old friend whom i had not seen for a very long time,Happy
i had an accident in which i hurt my eye i was afraid of having injured it badly,Fear
when i was accused of something i had not done,Angry
a close friend died,Sad
i saw some images of a decapitation in a horror film,Disgust
i slipped and fell in to a puddle and people started looking at me,Sad
i made another person cry for an unjustified cause,Sad
i received an unexpected letter from a friend i had met a short time before he sent me a poem and wished me good luck i felt very happy because i had great esteem for that person,Happy
i was walking with another person when a gang separted us and pushed me in to a house hit me in the stomach and the face then they left leaving me bleeding,Fear
a certain person started to say dreadful things very calmly i felt hurt and disgusted,Angry
a certain person whom i respect and esteem a lot pays me no attention she keeps up appearances but shows almost no interest in me,Sad
in a bus i fell sick and vomitted in a bag the entire situation was disgusting in itself,Disgust
a person a male told me that he liked me he has a problem he is a homosexual,Sad
i rejected a person whom i had always thought to be a friend i told him so and he reacted angrily i felt guilty at not having realized it before and at having hurt him,Sad
when i received some good news i obtained an amount of money i needed to buy something i had been planning to buy,Happy
when my relatives and i were in a car going slowly on a frozen road,Fear
my parents were having a typical family argument i came in and saw the scene and became angry,Angry
i was going away leaving a dear person behind,Sad
i visited a place in morocco where they worked the leather i saw the skins emerged in a liquid which ressembled putrification,Disgust
at a friends party there were several allusions to my sexual adventures,Sad
i was in a cafe with another person when suddenly several close friends of my partner appeared i did not know what to do and my partner felt uncomfortable,Sad
when i talk to my friends,Happy
when i am walking on the streets and see a gang of thugs,Fear
when people harrass me i feel oppressed by their behavior,Angry
when i am with a friend and we have to leave each other,Sad
when i saw a film in which the man suffered from an illness and his skin came peeling off,Disgust
